p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.3,"4,201",149,28.19,"99,126","303,593","1,588","77,338",3.93,0.20,0.98,0.79
0.31,"4,362",152,28.70,"103,488","299,231","1,740","77,186",3.88,0.21,0.98,0.78
0.32,"4,446",151,29.44,"107,934","294,785","1,891","77,035",3.83,0.21,0.98,0.77
0.33,"4,479",173,25.89,"112,413","290,306","2,064","76,862",3.78,0.21,0.97,0.76
0.34,"4,430",196,22.60,"116,843","285,876","2,260","76,666",3.73,0.21,0.97,0.75
0.35,"4,614",200,23.07,"121,457","281,262","2,460","76,466",3.68,0.21,0.97,0.74
0.36,"4,634",227,20.41,"126,091","276,628","2,687","76,239",3.63,0.22,0.97,0.73
0.37,"4,663",216,21.59,"130,754","271,965","2,903","76,023",3.58,0.22,0.96,0.72
0.38,"4,809",240,20.04,"135,563","267,156","3,143","75,783",3.53,0.22,0.96,0.71
0.39,"4,713",283,16.65,"140,276","262,443","3,426","75,500",3.48,0.22,0.96,0.70
0.4,"4,694",275,17.07,"144,970","257,749","3,701","75,225",3.43,0.23,0.95,0.69
0.41,"4,871",274,17.78,"149,841","252,878","3,975","74,951",3.37,0.23,0.95,0.68
0.42,"4,861",300,16.20,"154,702","248,017","4,275","74,651",3.32,0.23,0.95,0.67
0.43,"4,712",304,15.50,"159,414","243,305","4,579","74,347",3.27,0.23,0.94,0.66
0.44,"4,942",330,14.98,"164,356","238,363","4,909","74,017",3.22,0.24,0.94,0.65
0.45,"4,860",346,14.05,"169,216","233,503","5,255","73,671",3.17,0.24,0.93,0.64
0.46,"4,882",397,12.30,"174,098","228,621","5,652","73,274",3.12,0.24,0.93,0.63
0.47,"5,033",401,12.55,"179,131","223,588","6,053","72,873",3.07,0.25,0.92,0.62
0.48,"5,030",407,12.36,"184,161","218,558","6,460","72,466",3.02,0.25,0.92,0.60
0.49,"4,882",457,10.68,"189,043","213,676","6,917","72,009",2.97,0.25,0.91,0.59
0.5,"5,069",419,12.10,"194,112","208,607","7,336","71,590",2.91,0.26,0.91,0.58
0.51,"5,183",459,11.29,"199,295","203,424","7,795","71,131",2.86,0.26,0.90,0.57
0.52,"5,074",487,10.42,"204,369","198,350","8,282","70,644",2.81,0.26,0.90,0.56
0.53,"5,139",524,9.81,"209,508","193,211","8,806","70,120",2.76,0.27,0.89,0.55
0.54,"5,199",537,9.68,"214,707","188,012","9,343","69,583",2.70,0.27,0.88,0.53
0.55,"5,081",586,8.67,"219,788","182,931","9,929","68,997",2.65,0.27,0.87,0.52
0.56,"5,318",597,8.91,"225,106","177,613","10,526","68,400",2.60,0.28,0.87,0.51
0.57,"5,116",633,8.08,"230,222","172,497","11,159","67,767",2.55,0.28,0.86,0.50
0.58,"5,189",654,7.93,"235,411","167,308","11,813","67,113",2.49,0.29,0.85,0.49
0.59,"5,266",648,8.13,"240,677","162,042","12,461","66,465",2.44,0.29,0.84,0.47
0.6,"5,209",740,7.04,"245,886","156,833","13,201","65,725",2.39,0.30,0.83,0.46
0.61,"5,382",765,7.04,"251,268","151,451","13,966","64,960",2.33,0.30,0.82,0.45
0.62,"5,258",807,6.52,"256,526","146,193","14,773","64,153",2.28,0.30,0.81,0.44
0.63,"5,326",829,6.42,"261,852","140,867","15,602","63,324",2.22,0.31,0.80,0.42
0.64,"5,107",871,5.86,"266,959","135,760","16,473","62,453",2.17,0.32,0.79,0.41
0.65,"5,140",968,5.31,"272,099","130,620","17,441","61,485",2.12,0.32,0.78,0.40
0.66,"5,286",952,5.55,"277,385","125,334","18,393","60,533",2.07,0.33,0.77,0.39
0.67,"5,134",958,5.36,"282,519","120,200","19,351","59,575",2.02,0.33,0.75,0.37
0.68,"5,298",998,5.31,"287,817","114,902","20,349","58,577",1.96,0.34,0.74,0.36
0.69,"5,233","1,054",4.96,"293,050","109,669","21,403","57,523",1.91,0.34,0.73,0.35
0.7,"5,170","1,100",4.70,"298,220","104,499","22,503","56,423",1.85,0.35,0.71,0.33
0.71,"5,146","1,162",4.43,"303,366","99,353","23,665","55,261",1.80,0.36,0.70,0.32
0.72,"5,266","1,252",4.21,"308,632","94,087","24,917","54,009",1.74,0.36,0.68,0.31
0.73,"5,159","1,218",4.24,"313,791","88,928","26,135","52,791",1.68,0.37,0.67,0.29
0.74,"5,010","1,321",3.79,"318,801","83,918","27,456","51,470",1.63,0.38,0.65,0.28
0.75,"5,035","1,426",3.53,"323,836","78,883","28,882","50,044",1.58,0.39,0.63,0.27
0.76,"5,031","1,532",3.28,"328,867","73,852","30,414","48,512",1.52,0.40,0.61,0.25
0.77,"4,884","1,562",3.13,"333,751","68,968","31,976","46,950",1.47,0.41,0.59,0.24
0.78,"4,695","1,569",2.99,"338,446","64,273","33,545","45,381",1.42,0.41,0.57,0.23
0.79,"4,773","1,620",2.95,"343,219","59,500","35,165","43,761",1.36,0.42,0.55,0.21
0.8,"4,757","1,646",2.89,"347,976","54,743","36,811","42,115",1.30,0.43,0.53,0.20
0.81,"4,551","1,716",2.65,"352,527","50,192","38,527","40,399",1.24,0.45,0.51,0.19
0.82,"4,527","1,792",2.53,"357,054","45,665","40,319","38,607",1.18,0.46,0.49,0.17
0.83,"4,297","1,853",2.32,"361,351","41,368","42,172","36,754",1.13,0.47,0.47,0.16
0.84,"4,261","1,948",2.19,"365,612","37,107","44,120","34,806",1.07,0.48,0.44,0.15
0.85,"4,002","1,981",2.02,"369,614","33,105","46,101","32,825",1.01,0.50,0.42,0.14
0.86,"3,846","2,072",1.86,"373,460","29,259","48,173","30,753",0.95,0.51,0.39,0.12
0.87,"3,705","2,128",1.74,"377,165","25,554","50,301","28,625",0.89,0.53,0.36,0.11
0.88,"3,538","2,160",1.64,"380,703","22,016","52,461","26,465",0.83,0.55,0.34,0.10
0.89,"3,184","2,085",1.53,"383,887","18,832","54,546","24,380",0.77,0.56,0.31,0.09
0.9,"2,928","2,102",1.39,"386,815","15,904","56,648","22,278",0.71,0.58,0.28,0.08
0.91,"2,885","2,274",1.27,"389,700","13,019","58,922","20,004",0.65,0.61,0.25,0.07
0.92,"2,559","2,345",1.09,"392,259","10,460","61,267","17,659",0.59,0.63,0.22,0.06
0.93,"2,374","2,357",1.01,"394,633","8,086","63,624","15,302",0.53,0.65,0.19,0.05
0.94,"2,115","2,354",0.90,"396,748","5,971","65,978","12,948",0.46,0.68,0.16,0.04
0.95,"1,763","2,324",0.76,"398,511","4,208","68,302","10,624",0.40,0.72,0.13,0.03
0.96,"1,524","2,430",0.63,"400,035","2,684","70,732","8,194",0.33,0.75,0.10,0.02
0.97,"1,119","2,434",0.46,"401,154","1,565","73,166","5,760",0.27,0.79,0.07,0.02
0.98,865,"2,513",0.34,"402,019",700,"75,679","3,247",0.22,0.82,0.04,0.01
0.99,579,"2,461",0.24,"402,598",121,"78,140",786,0.15,0.87,0.01,0.00
1.0,121,786,0.15,"402,719",0,"78,926",0,nan,nan,0.00,0.00
