p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.35,"9,011",0,inf,"248,231","172,339",0,"78,926",2.18,0.31,1.00,0.50
0.36,"8,833",0,inf,"257,064","163,506",0,"78,926",2.07,0.33,1.00,0.49
0.37,"8,665",0,inf,"265,729","154,841",0,"78,926",1.96,0.34,1.00,0.47
0.38,"8,332",0,inf,"274,061","146,509",0,"78,926",1.86,0.35,1.00,0.45
0.39,"8,177",0,inf,"282,238","138,332",0,"78,926",1.75,0.36,1.00,0.43
0.4,"7,957",0,inf,"290,195","130,375",0,"78,926",1.65,0.38,1.00,0.42
0.41,"7,644",0,inf,"297,839","122,731",0,"78,926",1.56,0.39,1.00,0.40
0.42,"7,466",0,inf,"305,305","115,265",0,"78,926",1.46,0.41,1.00,0.39
0.43,"7,088",0,inf,"312,393","108,177",0,"78,926",1.37,0.42,1.00,0.37
0.44,"6,857",0,inf,"319,250","101,320",0,"78,926",1.28,0.44,1.00,0.36
0.45,"6,557",1,6557.00,"325,807","94,763",1,"78,925",1.20,0.45,1.00,0.35
0.46,"6,383",0,inf,"332,190","88,380",1,"78,925",1.12,0.47,1.00,0.33
0.47,"6,078",0,inf,"338,268","82,302",1,"78,925",1.04,0.49,1.00,0.32
0.48,"5,724",0,inf,"343,992","76,578",1,"78,925",0.97,0.51,1.00,0.31
0.49,"5,547",0,inf,"349,539","71,031",1,"78,925",0.90,0.53,1.00,0.30
0.5,"5,124",0,inf,"354,663","65,907",1,"78,925",0.84,0.54,1.00,0.29
0.51,"5,116",0,inf,"359,779","60,791",1,"78,925",0.77,0.56,1.00,0.28
0.52,"4,637",0,inf,"364,416","56,154",1,"78,925",0.71,0.58,1.00,0.27
0.53,"4,462",2,2231.00,"368,878","51,692",3,"78,923",0.65,0.60,1.00,0.26
0.54,"4,166",0,inf,"373,044","47,526",3,"78,923",0.60,0.62,1.00,0.25
0.55,"3,981",3,1327.00,"377,025","43,545",6,"78,920",0.55,0.64,1.00,0.25
0.56,"3,639",3,1213.00,"380,664","39,906",9,"78,917",0.51,0.66,1.00,0.24
0.57,"3,362",13,258.62,"384,026","36,544",22,"78,904",0.46,0.68,1.00,0.23
0.58,"3,091",11,281.00,"387,117","33,453",33,"78,893",0.42,0.70,1.00,0.22
0.59,"2,979",21,141.86,"390,096","30,474",54,"78,872",0.39,0.72,1.00,0.22
0.6,"2,793",27,103.44,"392,889","27,681",81,"78,845",0.35,0.74,1.00,0.21
0.61,"2,609",49,53.24,"395,498","25,072",130,"78,796",0.32,0.76,1.00,0.21
0.62,"2,488",76,32.74,"397,986","22,584",206,"78,720",0.29,0.78,1.00,0.20
0.63,"2,244",118,19.02,"400,230","20,340",324,"78,602",0.26,0.79,1.00,0.20
0.64,"2,067",167,12.38,"402,297","18,273",491,"78,435",0.23,0.81,0.99,0.19
0.65,"1,874",229,8.18,"404,171","16,399",720,"78,206",0.21,0.83,0.99,0.19
0.66,"1,749",305,5.73,"405,920","14,650","1,025","77,901",0.19,0.84,0.99,0.19
0.67,"1,528",391,3.91,"407,448","13,122","1,416","77,510",0.17,0.86,0.98,0.18
0.68,"1,448",442,3.28,"408,896","11,674","1,858","77,068",0.15,0.87,0.98,0.18
0.69,"1,350",581,2.32,"410,246","10,324","2,439","76,487",0.13,0.88,0.97,0.17
0.7,"1,249",708,1.76,"411,495","9,075","3,147","75,779",0.12,0.89,0.96,0.17
0.71,"1,104",833,1.33,"412,599","7,971","3,980","74,946",0.11,0.90,0.95,0.17
0.72,960,"1,014",0.95,"413,559","7,011","4,994","73,932",0.09,0.91,0.94,0.16
0.73,940,"1,236",0.76,"414,499","6,071","6,230","72,696",0.08,0.92,0.92,0.16
0.74,822,"1,421",0.58,"415,321","5,249","7,651","71,275",0.07,0.93,0.90,0.15
0.75,750,"1,656",0.45,"416,071","4,499","9,307","69,619",0.06,0.94,0.88,0.15
0.76,663,"1,852",0.36,"416,734","3,836","11,159","67,767",0.06,0.95,0.86,0.14
0.77,618,"2,092",0.30,"417,352","3,218","13,251","65,675",0.05,0.95,0.83,0.14
0.78,509,"2,383",0.21,"417,861","2,709","15,634","63,292",0.04,0.96,0.80,0.13
0.79,465,"2,617",0.18,"418,326","2,244","18,251","60,675",0.04,0.96,0.77,0.13
0.8,372,"2,764",0.13,"418,698","1,872","21,015","57,911",0.03,0.97,0.73,0.12
0.81,347,"3,013",0.12,"419,045","1,525","24,028","54,898",0.03,0.97,0.70,0.11
0.82,337,"3,218",0.10,"419,382","1,188","27,246","51,680",0.02,0.98,0.65,0.11
0.83,274,"3,283",0.08,"419,656",914,"30,529","48,397",0.02,0.98,0.61,0.10
0.84,212,"3,473",0.06,"419,868",702,"34,002","44,924",0.02,0.98,0.57,0.09
0.85,166,"3,494",0.05,"420,034",536,"37,496","41,430",0.01,0.99,0.52,0.08
0.86,122,"3,623",0.03,"420,156",414,"41,119","37,807",0.01,0.99,0.48,0.08
0.87,99,"3,553",0.03,"420,255",315,"44,672","34,254",0.01,0.99,0.43,0.07
0.88,89,"3,611",0.02,"420,344",226,"48,283","30,643",0.01,0.99,0.39,0.06
0.89,65,"3,447",0.02,"420,409",161,"51,730","27,196",0.01,0.99,0.34,0.05
0.9,40,"3,322",0.01,"420,449",121,"55,052","23,874",0.01,0.99,0.30,0.05
0.91,36,"3,366",0.01,"420,485",85,"58,418","20,508",0.00,1.00,0.26,0.04
0.92,24,"3,061",0.01,"420,509",61,"61,479","17,447",0.00,1.00,0.22,0.04
0.93,21,"3,122",0.01,"420,530",40,"64,601","14,325",0.00,1.00,0.18,0.03
0.94,11,"3,040",0.00,"420,541",29,"67,641","11,285",0.00,1.00,0.14,0.02
0.95,6,"2,786",0.00,"420,547",23,"70,427","8,499",0.00,1.00,0.11,0.02
0.96,11,"2,616",0.00,"420,558",12,"73,043","5,883",0.00,1.00,0.07,0.01
0.97,3,"2,215",0.00,"420,561",9,"75,258","3,668",0.00,1.00,0.05,0.01
0.98,6,"1,818",0.00,"420,567",3,"77,076","1,850",0.00,1.00,0.02,0.00
0.99,2,"1,193",0.00,"420,569",1,"78,269",657,0.00,1.00,0.01,0.00
1.0,1,657,0.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
