p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.23,"6,136",532,11.53,"49,058","131,187","2,916","30,909",4.24,0.19,0.91,0.76
0.24,"6,386",551,11.59,"55,444","124,801","3,467","30,358",4.11,0.20,0.90,0.72
0.25,"6,854",688,9.96,"62,298","117,947","4,155","29,670",3.98,0.20,0.88,0.69
0.26,"7,189",777,9.25,"69,487","110,758","4,932","28,893",3.83,0.21,0.85,0.65
0.27,"7,110",817,8.70,"76,597","103,648","5,749","28,076",3.69,0.21,0.83,0.62
0.28,"7,146",885,8.07,"83,743","96,502","6,634","27,191",3.55,0.22,0.80,0.58
0.29,"7,370",918,8.03,"91,113","89,132","7,552","26,273",3.39,0.23,0.78,0.54
0.3,"7,129","1,058",6.74,"98,242","82,003","8,610","25,215",3.25,0.24,0.75,0.50
0.31,"7,033","1,036",6.79,"105,275","74,970","9,646","24,179",3.10,0.24,0.71,0.46
0.32,"6,818","1,178",5.79,"112,093","68,152","10,824","23,001",2.96,0.25,0.68,0.43
0.33,"6,454","1,183",5.46,"118,547","61,698","12,007","21,818",2.83,0.26,0.65,0.39
0.34,"6,190","1,161",5.33,"124,737","55,508","13,168","20,657",2.69,0.27,0.61,0.36
0.35,"5,854","1,225",4.78,"130,591","49,654","14,393","19,432",2.56,0.28,0.57,0.32
0.36,"5,708","1,225",4.66,"136,299","43,946","15,618","18,207",2.41,0.29,0.54,0.29
0.37,"5,051","1,210",4.17,"141,350","38,895","16,828","16,997",2.29,0.30,0.50,0.26
0.38,"4,766","1,277",3.73,"146,116","34,129","18,105","15,720",2.17,0.32,0.46,0.23
0.39,"4,275","1,259",3.40,"150,391","29,854","19,364","14,461",2.06,0.33,0.43,0.21
0.4,"3,957","1,158",3.42,"154,348","25,897","20,522","13,303",1.95,0.34,0.39,0.18
0.41,"3,452","1,158",2.98,"157,800","22,445","21,680","12,145",1.85,0.35,0.36,0.16
0.42,"3,225","1,072",3.01,"161,025","19,220","22,752","11,073",1.74,0.37,0.33,0.14
0.43,"2,737","1,040",2.63,"163,762","16,483","23,792","10,033",1.64,0.38,0.30,0.12
0.44,"2,326",944,2.46,"166,088","14,157","24,736","9,089",1.56,0.39,0.27,0.11
0.45,"2,135",940,2.27,"168,223","12,022","25,676","8,149",1.48,0.40,0.24,0.09
0.46,"1,741",843,2.07,"169,964","10,281","26,519","7,306",1.41,0.42,0.22,0.08
0.47,"1,604",782,2.05,"171,568","8,677","27,301","6,524",1.33,0.43,0.19,0.07
0.48,"1,389",744,1.87,"172,957","7,288","28,045","5,780",1.26,0.44,0.17,0.06
0.49,"1,173",639,1.84,"174,130","6,115","28,684","5,141",1.19,0.46,0.15,0.05
0.5,980,618,1.59,"175,110","5,135","29,302","4,523",1.14,0.47,0.13,0.05
0.51,878,601,1.46,"175,988","4,257","29,903","3,922",1.09,0.48,0.12,0.04
0.52,736,514,1.43,"176,724","3,521","30,417","3,408",1.03,0.49,0.10,0.03
0.53,653,502,1.30,"177,377","2,868","30,919","2,906",0.99,0.50,0.09,0.03
0.54,566,478,1.18,"177,943","2,302","31,397","2,428",0.95,0.51,0.07,0.02
0.55,490,425,1.15,"178,433","1,812","31,822","2,003",0.90,0.53,0.06,0.02
0.56,359,379,0.95,"178,792","1,453","32,201","1,624",0.89,0.53,0.05,0.01
0.57,347,335,1.04,"179,139","1,106","32,536","1,289",0.86,0.54,0.04,0.01
0.58,299,283,1.06,"179,438",807,"32,819","1,006",0.80,0.55,0.03,0.01
0.59,212,223,0.95,"179,650",595,"33,042",783,0.76,0.57,0.02,0.01
0.6,154,192,0.80,"179,804",441,"33,234",591,0.75,0.57,0.02,0.00
0.61,139,147,0.95,"179,943",302,"33,381",444,0.68,0.60,0.01,0.00
0.62,82,137,0.60,"180,025",220,"33,518",307,0.72,0.58,0.01,0.00
0.63,74,80,0.93,"180,099",146,"33,598",227,0.64,0.61,0.01,0.00
0.64,42,63,0.67,"180,141",104,"33,661",164,0.63,0.61,0.00,0.00
0.65,30,53,0.57,"180,171",74,"33,714",111,0.67,0.60,0.00,0.00
0.66,25,32,0.78,"180,196",49,"33,746",79,0.62,0.62,0.00,0.00
0.67,11,27,0.41,"180,207",38,"33,773",52,0.73,0.58,0.00,0.00
0.68,14,27,0.52,"180,221",24,"33,800",25,0.96,0.51,0.00,0.00
0.69,5,5,1.00,"180,226",19,"33,805",20,0.95,0.51,0.00,0.00
0.7,10,7,1.43,"180,236",9,"33,812",13,0.69,0.59,0.00,0.00
0.71,3,4,0.75,"180,239",6,"33,816",9,0.67,0.60,0.00,0.00
0.72,1,2,0.50,"180,240",5,"33,818",7,0.71,0.58,0.00,0.00
0.73,0,2,0.00,"180,240",5,"33,820",5,1.00,0.50,0.00,0.00
0.74,1,2,0.50,"180,241",4,"33,822",3,1.33,0.43,0.00,0.00
0.75,1,0,inf,"180,242",3,"33,822",3,1.00,0.50,0.00,0.00
0.76,2,0,inf,"180,244",1,"33,822",3,0.33,0.75,0.00,0.00
0.77,0,0,nan,"180,244",1,"33,822",3,0.33,0.75,0.00,0.00
0.78,0,0,nan,"180,244",1,"33,822",3,0.33,0.75,0.00,0.00
0.79,0,1,0.00,"180,244",1,"33,823",2,0.50,0.67,0.00,0.00
0.8,0,0,nan,"180,244",1,"33,823",2,0.50,0.67,0.00,0.00
0.81,0,0,nan,"180,244",1,"33,823",2,0.50,0.67,0.00,0.00
0.82,1,0,inf,"180,245",0,"33,823",2,0.00,1.00,0.00,0.00
0.83,0,0,nan,"180,245",0,"33,823",2,0.00,1.00,0.00,0.00
0.84,0,0,nan,"180,245",0,"33,823",2,0.00,1.00,0.00,0.00
0.85,0,0,nan,"180,245",0,"33,823",2,0.00,1.00,0.00,0.00
0.86,0,2,0.00,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.87,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.88,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.89,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.9,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.91,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.92,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.93,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.94,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.95,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.96,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.97,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.98,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.99,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
1.0,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
