p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.41,"14,107","1,408",10.02,"214,393","206,177","9,145","69,781",2.95,0.25,0.88,0.55
0.42,"13,873","1,431",9.69,"228,266","192,304","10,576","68,350",2.81,0.26,0.87,0.52
0.43,"13,863","1,618",8.57,"242,129","178,441","12,194","66,732",2.67,0.27,0.85,0.49
0.44,"13,443","1,791",7.51,"255,572","164,998","13,985","64,941",2.54,0.28,0.82,0.46
0.45,"13,446","1,994",6.74,"269,018","151,552","15,979","62,947",2.41,0.29,0.80,0.43
0.46,"13,218","2,111",6.26,"282,236","138,334","18,090","60,836",2.27,0.31,0.77,0.40
0.47,"12,693","2,158",5.88,"294,929","125,641","20,248","58,678",2.14,0.32,0.74,0.37
0.48,"12,429","2,440",5.09,"307,358","113,212","22,688","56,238",2.01,0.33,0.71,0.34
0.49,"11,664","2,551",4.57,"319,022","101,548","25,239","53,687",1.89,0.35,0.68,0.31
0.5,"11,055","2,705",4.09,"330,077","90,493","27,944","50,982",1.77,0.36,0.65,0.28
0.51,"10,512","2,798",3.76,"340,589","79,981","30,742","48,184",1.66,0.38,0.61,0.26
0.52,"9,750","2,852",3.42,"350,339","70,231","33,594","45,332",1.55,0.39,0.57,0.23
0.53,"9,155","2,952",3.10,"359,494","61,076","36,546","42,380",1.44,0.41,0.54,0.21
0.54,"8,333","2,979",2.80,"367,827","52,743","39,525","39,401",1.34,0.43,0.50,0.18
0.55,"7,586","2,897",2.62,"375,413","45,157","42,422","36,504",1.24,0.45,0.46,0.16
0.56,"6,890","2,903",2.37,"382,303","38,267","45,325","33,601",1.14,0.47,0.43,0.14
0.57,"5,865","2,874",2.04,"388,168","32,402","48,199","30,727",1.05,0.49,0.39,0.13
0.58,"5,201","2,728",1.91,"393,369","27,201","50,927","27,999",0.97,0.51,0.35,0.11
0.59,"4,609","2,598",1.77,"397,978","22,592","53,525","25,401",0.89,0.53,0.32,0.10
0.6,"3,980","2,443",1.63,"401,958","18,612","55,968","22,958",0.81,0.55,0.29,0.08
0.61,"3,344","2,445",1.37,"405,302","15,268","58,413","20,513",0.74,0.57,0.26,0.07
0.62,"2,822","2,205",1.28,"408,124","12,446","60,618","18,308",0.68,0.60,0.23,0.06
0.63,"2,345","2,045",1.15,"410,469","10,101","62,663","16,263",0.62,0.62,0.21,0.05
0.64,"1,895","1,994",0.95,"412,364","8,206","64,657","14,269",0.58,0.63,0.18,0.04
0.65,"1,574","1,666",0.94,"413,938","6,632","66,323","12,603",0.53,0.66,0.16,0.04
0.66,"1,291","1,571",0.82,"415,229","5,341","67,894","11,032",0.48,0.67,0.14,0.03
0.67,"1,032","1,373",0.75,"416,261","4,309","69,267","9,659",0.45,0.69,0.12,0.03
0.68,856,"1,207",0.71,"417,117","3,453","70,474","8,452",0.41,0.71,0.11,0.02
0.69,716,"1,161",0.62,"417,833","2,737","71,635","7,291",0.38,0.73,0.09,0.02
0.7,571,"1,024",0.56,"418,404","2,166","72,659","6,267",0.35,0.74,0.08,0.02
0.71,490,974,0.50,"418,894","1,676","73,633","5,293",0.32,0.76,0.07,0.01
0.72,415,941,0.44,"419,309","1,261","74,574","4,352",0.29,0.78,0.06,0.01
0.73,287,857,0.33,"419,596",974,"75,431","3,495",0.28,0.78,0.04,0.01
0.74,273,765,0.36,"419,869",701,"76,196","2,730",0.26,0.80,0.03,0.01
0.75,218,677,0.32,"420,087",483,"76,873","2,053",0.24,0.81,0.03,0.01
0.76,159,617,0.26,"420,246",324,"77,490","1,436",0.23,0.82,0.02,0.00
0.77,117,435,0.27,"420,363",207,"77,925","1,001",0.21,0.83,0.01,0.00
0.78,67,329,0.20,"420,430",140,"78,254",672,0.21,0.83,0.01,0.00
0.79,71,266,0.27,"420,501",69,"78,520",406,0.17,0.85,0.01,0.00
0.8,33,155,0.21,"420,534",36,"78,675",251,0.14,0.87,0.00,0.00
0.81,22,111,0.20,"420,556",14,"78,786",140,0.10,0.91,0.00,0.00
0.82,7,66,0.11,"420,563",7,"78,852",74,0.09,0.91,0.00,0.00
0.83,4,41,0.10,"420,567",3,"78,893",33,0.09,0.92,0.00,0.00
0.84,2,20,0.10,"420,569",1,"78,913",13,0.08,0.93,0.00,0.00
0.85,1,5,0.20,"420,570",0,"78,918",8,0.00,1.00,0.00,0.00
0.86,0,1,0.00,"420,570",0,"78,919",7,0.00,1.00,0.00,0.00
0.87,0,6,0.00,"420,570",0,"78,925",1,0.00,1.00,0.00,0.00
0.88,0,1,0.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.89,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.9,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.91,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.92,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.93,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.94,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.95,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.96,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.97,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.98,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.99,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
