p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.71,3,23,0.13,"402,718",1,"78,890",36,0.03,0.97,0.00,0.00
0.72,1,14,0.07,"402,719",0,"78,904",22,0.00,1.00,0.00,0.00
0.73,0,4,0.00,"402,719",0,"78,908",18,0.00,1.00,0.00,0.00
0.74,0,5,0.00,"402,719",0,"78,913",13,0.00,1.00,0.00,0.00
0.75,0,3,0.00,"402,719",0,"78,916",10,0.00,1.00,0.00,0.00
0.76,0,0,nan,"402,719",0,"78,916",10,0.00,1.00,0.00,0.00
0.77,0,5,0.00,"402,719",0,"78,921",5,0.00,1.00,0.00,0.00
0.78,0,3,0.00,"402,719",0,"78,924",2,0.00,1.00,0.00,0.00
0.79,0,0,nan,"402,719",0,"78,924",2,0.00,1.00,0.00,0.00
0.8,0,0,nan,"402,719",0,"78,924",2,0.00,1.00,0.00,0.00
0.81,0,0,nan,"402,719",0,"78,924",2,0.00,1.00,0.00,0.00
0.82,0,2,0.00,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.83,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.84,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.85,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.86,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.87,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.88,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.89,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.9,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.91,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.92,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.93,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.94,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.95,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.96,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.97,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.98,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.99,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
1.0,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
