p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.62,"3,476","1,627",2.14,"381,986","38,584","45,084","33,842",1.14,0.47,0.43,0.14
0.63,"3,360","1,534",2.19,"385,346","35,224","46,618","32,308",1.09,0.48,0.41,0.14
0.64,"3,123","1,518",2.06,"388,469","32,101","48,136","30,790",1.04,0.49,0.39,0.13
0.65,"2,917","1,513",1.93,"391,386","29,184","49,649","29,277",1.00,0.50,0.37,0.12
0.66,"2,651","1,482",1.79,"394,037","26,533","51,131","27,795",0.95,0.51,0.35,0.11
0.67,"2,561","1,457",1.76,"396,598","23,972","52,588","26,338",0.91,0.52,0.33,0.10
0.68,"2,343","1,446",1.62,"398,941","21,629","54,034","24,892",0.87,0.54,0.32,0.09
0.69,"2,176","1,463",1.49,"401,117","19,453","55,497","23,429",0.83,0.55,0.30,0.09
0.7,"2,063","1,433",1.44,"403,180","17,390","56,930","21,996",0.79,0.56,0.28,0.08
0.71,"1,876","1,365",1.37,"405,056","15,514","58,295","20,631",0.75,0.57,0.26,0.07
0.72,"1,792","1,288",1.39,"406,848","13,722","59,583","19,343",0.71,0.58,0.25,0.07
0.73,"1,544","1,235",1.25,"408,392","12,178","60,818","18,108",0.67,0.60,0.23,0.06
0.74,"1,430","1,254",1.14,"409,822","10,748","62,072","16,854",0.64,0.61,0.21,0.06
0.75,"1,310","1,239",1.06,"411,132","9,438","63,311","15,615",0.60,0.62,0.20,0.05
0.76,"1,210","1,193",1.01,"412,342","8,228","64,504","14,422",0.57,0.64,0.18,0.05
0.77,"1,042","1,161",0.90,"413,384","7,186","65,665","13,261",0.54,0.65,0.17,0.04
0.78,950,"1,108",0.86,"414,334","6,236","66,773","12,153",0.51,0.66,0.15,0.04
0.79,877,"1,021",0.86,"415,211","5,359","67,794","11,132",0.48,0.68,0.14,0.03
0.8,750,973,0.77,"415,961","4,609","68,767","10,159",0.45,0.69,0.13,0.03
0.81,627,953,0.66,"416,588","3,982","69,720","9,206",0.43,0.70,0.12,0.03
0.82,611,826,0.74,"417,199","3,371","70,546","8,380",0.40,0.71,0.11,0.02
0.83,488,831,0.59,"417,687","2,883","71,377","7,549",0.38,0.72,0.10,0.02
0.84,435,790,0.55,"418,122","2,448","72,167","6,759",0.36,0.73,0.09,0.02
0.85,405,798,0.51,"418,527","2,043","72,965","5,961",0.34,0.74,0.08,0.02
0.86,386,800,0.48,"418,913","1,657","73,765","5,161",0.32,0.76,0.07,0.01
0.87,338,806,0.42,"419,251","1,319","74,571","4,355",0.30,0.77,0.06,0.01
0.88,306,794,0.39,"419,557","1,013","75,365","3,561",0.28,0.78,0.05,0.01
0.89,247,814,0.30,"419,804",766,"76,179","2,747",0.28,0.78,0.03,0.01
0.9,268,735,0.36,"420,072",498,"76,914","2,012",0.25,0.80,0.03,0.01
0.91,180,611,0.29,"420,252",318,"77,525","1,401",0.23,0.82,0.02,0.00
0.92,130,549,0.24,"420,382",188,"78,074",852,0.22,0.82,0.01,0.00
0.93,97,397,0.24,"420,479",91,"78,471",455,0.20,0.83,0.01,0.00
0.94,66,243,0.27,"420,545",25,"78,714",212,0.12,0.89,0.00,0.00
0.95,16,133,0.12,"420,561",9,"78,847",79,0.11,0.90,0.00,0.00
0.96,8,54,0.15,"420,569",1,"78,901",25,0.04,0.96,0.00,0.00
0.97,1,15,0.07,"420,570",0,"78,916",10,0.00,1.00,0.00,0.00
0.98,0,9,0.00,"420,570",0,"78,925",1,0.00,1.00,0.00,0.00
0.99,0,1,0.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
