p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.52,"7,295","1,272",5.74,"275,309","145,261","21,600","57,326",2.53,0.28,0.73,0.41
0.53,"7,565","1,388",5.45,"282,874","137,696","22,988","55,938",2.46,0.29,0.71,0.39
0.54,"7,904","1,516",5.21,"290,778","129,792","24,504","54,422",2.38,0.30,0.69,0.37
0.55,"7,383","1,498",4.93,"298,161","122,409","26,002","52,924",2.31,0.30,0.67,0.35
0.56,"7,143","1,517",4.71,"305,304","115,266","27,519","51,407",2.24,0.31,0.65,0.33
0.57,"6,664","1,459",4.57,"311,968","108,602","28,978","49,948",2.17,0.32,0.63,0.32
0.58,"5,850","1,314",4.45,"317,818","102,752","30,292","48,634",2.11,0.32,0.62,0.30
0.59,"6,552","1,537",4.26,"324,370","96,200","31,829","47,097",2.04,0.33,0.60,0.29
0.6,"6,913","1,734",3.99,"331,283","89,287","33,563","45,363",1.97,0.34,0.57,0.27
0.61,"6,461","1,680",3.85,"337,744","82,826","35,243","43,683",1.90,0.35,0.55,0.25
0.62,"5,814","1,562",3.72,"343,558","77,012","36,805","42,121",1.83,0.35,0.53,0.24
0.63,"5,571","1,586",3.51,"349,129","71,441","38,391","40,535",1.76,0.36,0.51,0.22
0.64,"5,160","1,535",3.36,"354,289","66,281","39,926","39,000",1.70,0.37,0.49,0.21
0.65,"5,272","1,616",3.26,"359,561","61,009","41,542","37,384",1.63,0.38,0.47,0.20
0.66,"4,795","1,557",3.08,"364,356","56,214","43,099","35,827",1.57,0.39,0.45,0.18
0.67,"4,517","1,534",2.94,"368,873","51,697","44,633","34,293",1.51,0.40,0.43,0.17
0.68,"4,183","1,494",2.80,"373,056","47,514","46,127","32,799",1.45,0.41,0.42,0.16
0.69,"4,684","1,771",2.64,"377,740","42,830","47,898","31,028",1.38,0.42,0.39,0.15
0.7,"3,991","1,592",2.51,"381,731","38,839","49,490","29,436",1.32,0.43,0.37,0.14
0.71,"3,799","1,613",2.36,"385,530","35,040","51,103","27,823",1.26,0.44,0.35,0.13
0.72,"3,964","1,754",2.26,"389,494","31,076","52,857","26,069",1.19,0.46,0.33,0.11
0.73,"2,970","1,379",2.15,"392,464","28,106","54,236","24,690",1.14,0.47,0.31,0.11
0.74,"3,410","1,652",2.06,"395,874","24,696","55,888","23,038",1.07,0.48,0.29,0.10
0.75,"2,893","1,478",1.96,"398,767","21,803","57,366","21,560",1.01,0.50,0.27,0.09
0.76,"2,660","1,459",1.82,"401,427","19,143","58,825","20,101",0.95,0.51,0.25,0.08
0.77,"2,461","1,432",1.72,"403,888","16,682","60,257","18,669",0.89,0.53,0.24,0.07
0.78,"2,216","1,375",1.61,"406,104","14,466","61,632","17,294",0.84,0.54,0.22,0.06
0.79,"1,755","1,167",1.50,"407,859","12,711","62,799","16,127",0.79,0.56,0.20,0.06
0.8,"1,769","1,250",1.42,"409,628","10,942","64,049","14,877",0.74,0.58,0.19,0.05
0.81,"1,493","1,126",1.33,"411,121","9,449","65,175","13,751",0.69,0.59,0.17,0.05
0.82,"1,505","1,207",1.25,"412,626","7,944","66,382","12,544",0.63,0.61,0.16,0.04
0.83,"1,026",907,1.13,"413,652","6,918","67,289","11,637",0.59,0.63,0.15,0.04
0.84,"1,143","1,072",1.07,"414,795","5,775","68,361","10,565",0.55,0.65,0.13,0.03
0.85,"1,083","1,101",0.98,"415,878","4,692","69,462","9,464",0.50,0.67,0.12,0.03
0.86,846,944,0.90,"416,724","3,846","70,406","8,520",0.45,0.69,0.11,0.02
0.87,846,"1,016",0.83,"417,570","3,000","71,422","7,504",0.40,0.71,0.10,0.02
0.88,636,858,0.74,"418,206","2,364","72,280","6,646",0.36,0.74,0.08,0.02
0.89,497,741,0.67,"418,703","1,867","73,021","5,905",0.32,0.76,0.07,0.02
0.9,577,915,0.63,"419,280","1,290","73,936","4,990",0.26,0.79,0.06,0.01
0.91,278,552,0.50,"419,558","1,012","74,488","4,438",0.23,0.81,0.06,0.01
0.92,212,508,0.42,"419,770",800,"74,996","3,930",0.20,0.83,0.05,0.01
0.93,245,648,0.38,"420,015",555,"75,644","3,282",0.17,0.86,0.04,0.01
0.94,181,570,0.32,"420,196",374,"76,214","2,712",0.14,0.88,0.03,0.01
0.95,154,582,0.26,"420,350",220,"76,796","2,130",0.10,0.91,0.03,0.00
0.96,100,496,0.20,"420,450",120,"77,292","1,634",0.07,0.93,0.02,0.00
0.97,66,486,0.14,"420,516",54,"77,778","1,148",0.05,0.96,0.01,0.00
0.98,43,444,0.10,"420,559",11,"78,222",704,0.02,0.98,0.01,0.00
0.99,11,339,0.03,"420,570",0,"78,561",365,0.00,1.00,0.00,0.00
1.0,0,365,0.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
