p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.62,230,309,0.74,"178,846","1,399","30,637","3,188",0.44,0.70,0.09,0.02
0.63,207,293,0.71,"179,053","1,192","30,930","2,895",0.41,0.71,0.09,0.02
0.64,172,271,0.63,"179,225","1,020","31,201","2,624",0.39,0.72,0.08,0.02
0.65,133,291,0.46,"179,358",887,"31,492","2,333",0.38,0.72,0.07,0.02
0.66,141,278,0.51,"179,499",746,"31,770","2,055",0.36,0.73,0.06,0.01
0.67,136,283,0.48,"179,635",610,"32,053","1,772",0.34,0.74,0.05,0.01
0.68,101,244,0.41,"179,736",509,"32,297","1,528",0.33,0.75,0.05,0.01
0.69,112,258,0.43,"179,848",397,"32,555","1,270",0.31,0.76,0.04,0.01
0.7,86,187,0.46,"179,934",311,"32,742","1,083",0.29,0.78,0.03,0.01
0.71,68,209,0.33,"180,002",243,"32,951",874,0.28,0.78,0.03,0.01
0.72,58,178,0.33,"180,060",185,"33,129",696,0.27,0.79,0.02,0.00
0.73,56,156,0.36,"180,116",129,"33,285",540,0.24,0.81,0.02,0.00
0.74,44,144,0.31,"180,160",85,"33,429",396,0.21,0.82,0.01,0.00
0.75,32,116,0.28,"180,192",53,"33,545",280,0.19,0.84,0.01,0.00
0.76,13,80,0.16,"180,205",40,"33,625",200,0.20,0.83,0.01,0.00
0.77,11,69,0.16,"180,216",29,"33,694",131,0.22,0.82,0.00,0.00
0.78,9,43,0.21,"180,225",20,"33,737",88,0.23,0.81,0.00,0.00
0.79,8,25,0.32,"180,233",12,"33,762",63,0.19,0.84,0.00,0.00
0.8,3,31,0.10,"180,236",9,"33,793",32,0.28,0.78,0.00,0.00
0.81,2,7,0.29,"180,238",7,"33,800",25,0.28,0.78,0.00,0.00
0.82,6,13,0.46,"180,244",1,"33,813",12,0.08,0.92,0.00,0.00
0.83,1,4,0.25,"180,245",0,"33,817",8,0.00,1.00,0.00,0.00
0.84,0,4,0.00,"180,245",0,"33,821",4,0.00,1.00,0.00,0.00
0.85,0,1,0.00,"180,245",0,"33,822",3,0.00,1.00,0.00,0.00
0.86,0,1,0.00,"180,245",0,"33,823",2,0.00,1.00,0.00,0.00
0.87,0,1,0.00,"180,245",0,"33,824",1,0.00,1.00,0.00,0.00
0.88,0,0,nan,"180,245",0,"33,824",1,0.00,1.00,0.00,0.00
0.89,0,0,nan,"180,245",0,"33,824",1,0.00,1.00,0.00,0.00
0.9,0,1,0.00,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.91,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.92,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.93,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.94,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.95,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.96,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.97,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.98,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.99,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
1.0,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
